classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
687881392,AlyssaSH,2935655,96b0d942c583ec2474df,30680,Cloud Labelling,8.12,2025-12-01 11:50:51 UTC,,,"{""source"":""api"",""session"":""5e102867b4ef608e9a0766790c2c271ce4338c5c583e96935f18070291dce843"",""viewport"":{""width"":1363,""height"":625},""started_at"":""2025-12-01T11:50:31.703Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"",""utc_offset"":""0"",""finished_at"":""2025-12-01T11:50:51.134Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451}],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-01T11:50:31.592Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""Not Calc""}]","{""116056203"":{""retired"":null,""image_name"":""CotopaxiView4_2023-09-06T150755_fltrA_1ag_699997ss_Plume.png"",""cloud_level"":""Minor"",""image_name_B"":""CotopaxiView4_2023-09-06T150755_fltrB_1ag_89997ss_Plume.png"",""volcano_name"":""Cotopaxi"",""plus_ten_s_name"":""CotopaxiView4_2023-09-06T150805_fltrA_1ag_699997ss_Plume.png"",""minus_ten_s_name"":""CotopaxiView4_2023-09-06T150745_fltrA_1ag_699997ss_Plume.png"",""plus_ten_s_name_B"":""CotopaxiView4_2023-09-06T150805_fltrB_1ag_89997ss_Plume.png"",""minus_ten_s_name_B"":""CotopaxiView4_2023-09-06T150745_fltrB_1ag_89997ss_Plume.png"",""volcano_dictionary_name"":""CotopaxiView4""}}",116056203
687881428,AlyssaSH,2935655,96b0d942c583ec2474df,30680,Cloud Labelling,8.12,2025-12-01 11:51:05 UTC,,,"{""source"":""api"",""session"":""5e102867b4ef608e9a0766790c2c271ce4338c5c583e96935f18070291dce843"",""viewport"":{""width"":1363,""height"":625},""started_at"":""2025-12-01T11:50:53.772Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"",""utc_offset"":""0"",""finished_at"":""2025-12-01T11:51:05.918Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451}],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-01T11:50:31.592Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""Very""}]","{""116056142"":{""retired"":null,""image_name"":""CotopaxiView3_2023-07-09T204955_fltrA_1ag_349993ss_Plume.png"",""cloud_level"":""In Calc"",""image_name_B"":""CotopaxiView3_2023-07-09T204955_fltrB_1ag_59979ss_Plume.png"",""volcano_name"":""Cotopaxi"",""plus_ten_s_name"":""CotopaxiView3_2023-07-09T205005_fltrA_1ag_349993ss_Plume.png"",""minus_ten_s_name"":""CotopaxiView3_2023-07-09T204945_fltrA_1ag_349993ss_Plume.png"",""plus_ten_s_name_B"":""CotopaxiView3_2023-07-09T205005_fltrB_1ag_59979ss_Plume.png"",""minus_ten_s_name_B"":""CotopaxiView3_2023-07-09T204945_fltrB_1ag_59979ss_Plume.png"",""volcano_dictionary_name"":""CotopaxiView3""}}",116056142
687881832,AlyssaSH,2935655,96b0d942c583ec2474df,30680,Cloud Labelling,8.12,2025-12-01 11:53:22 UTC,,,"{""source"":""api"",""session"":""5e102867b4ef608e9a0766790c2c271ce4338c5c583e96935f18070291dce843"",""viewport"":{""width"":1363,""height"":625},""started_at"":""2025-12-01T11:53:02.696Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0"",""utc_offset"":""0"",""finished_at"":""2025-12-01T11:53:22.418Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":540,""clientHeight"":451,""naturalWidth"":540,""naturalHeight"":451},{""clientWidth"":540,""clientHeight"":451,""naturalWidth"":540,""naturalHeight"":451},{""clientWidth"":540,""clientHeight"":451,""naturalWidth"":540,""naturalHeight"":451},{""clientWidth"":540,""clientHeight"":451,""naturalWidth"":540,""naturalHeight"":451},{""clientWidth"":540,""clientHeight"":451,""naturalWidth"":540,""naturalHeight"":451},{""clientWidth"":540,""clientHeight"":451,""naturalWidth"":540,""naturalHeight"":451}],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-01T11:53:02.553Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""No""}]","{""116056187"":{""retired"":null,""image_name"":""Lastarria_2023-03-16T150540_fltrA_1ag_899923ss_Plume.png"",""cloud_level"":""No"",""image_name_B"":""Lastarria_2023-03-16T150540_fltrB_1ag_249978ss_Plume.png"",""volcano_name"":""Lastarria"",""plus_ten_s_name"":""Lastarria_2023-03-16T150550_fltrA_1ag_899923ss_Plume.png"",""minus_ten_s_name"":""Lastarria_2023-03-16T150530_fltrA_1ag_899923ss_Plume.png"",""plus_ten_s_name_B"":""Lastarria_2023-03-16T150550_fltrB_1ag_249978ss_Plume.png"",""minus_ten_s_name_B"":""Lastarria_2023-03-16T150530_fltrB_1ag_249978ss_Plume.png"",""volcano_dictionary_name"":""Lastarria""}}",116056187
688714570,twvolc,2948300,626570a86e4ae9efe571,30680,Cloud Labelling,8.12,2025-12-04 14:36:08 UTC,,,"{""source"":""api"",""session"":""99c42e9455642b8da821d33e094a59c0a89e53848279964b7021bf09042fb353"",""viewport"":{""width"":2560,""height"":1313},""started_at"":""2025-12-04T14:35:26.063Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""utc_offset"":""0"",""finished_at"":""2025-12-04T14:36:08.172Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451}],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-04T14:35:26.078Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""Very""}]","{""116056168"":{""retired"":null,""image_name"":""CotopaxiView3_2023-07-09T170700_fltrA_1ag_249978ss_Plume.png"",""cloud_level"":""Very"",""image_name_B"":""CotopaxiView3_2023-07-09T170700_fltrB_1ag_34998ss_Plume.png"",""volcano_name"":""Cotopaxi"",""plus_ten_s_name"":""CotopaxiView3_2023-07-09T170710_fltrA_1ag_299986ss_Plume.png"",""minus_ten_s_name"":""CotopaxiView3_2023-07-09T170650_fltrA_1ag_199994ss_Plume.png"",""plus_ten_s_name_B"":""CotopaxiView3_2023-07-09T170710_fltrB_1ag_44981ss_Plume.png"",""minus_ten_s_name_B"":""CotopaxiView3_2023-07-09T170650_fltrB_1ag_34998ss_Plume.png"",""volcano_dictionary_name"":""CotopaxiView3""}}",116056168
688714658,twvolc,2948300,626570a86e4ae9efe571,30680,Cloud Labelling,8.12,2025-12-04 14:36:32 UTC,,,"{""source"":""api"",""session"":""99c42e9455642b8da821d33e094a59c0a89e53848279964b7021bf09042fb353"",""viewport"":{""width"":2560,""height"":1313},""started_at"":""2025-12-04T14:36:14.428Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""utc_offset"":""0"",""finished_at"":""2025-12-04T14:36:32.772Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":605,""clientHeight"":451,""naturalWidth"":605,""naturalHeight"":451},{""clientWidth"":615,""clientHeight"":451,""naturalWidth"":615,""naturalHeight"":451},{""clientWidth"":605,""clientHeight"":451,""naturalWidth"":605,""naturalHeight"":451},{""clientWidth"":605,""clientHeight"":451,""naturalWidth"":605,""naturalHeight"":451},{""clientWidth"":615,""clientHeight"":451,""naturalWidth"":615,""naturalHeight"":451},{""clientWidth"":605,""clientHeight"":451,""naturalWidth"":605,""naturalHeight"":451}],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-04T14:35:26.078Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""Minor""}]","{""116056224"":{""retired"":null,""image_name"":""Reventador2024_2024-08-10T150330_fltrA_1ag_1499994ss_Plume.png"",""cloud_level"":""Minor"",""image_name_B"":""Reventador2024_2024-08-10T150330_fltrB_1ag_99980ss_Plume.png"",""volcano_name"":""Reventador"",""plus_ten_s_name"":""Reventador2024_2024-08-10T150340_fltrA_1ag_999904ss_Plume.png"",""minus_ten_s_name"":""Reventador2024_2024-08-10T150320_fltrA_1ag_999904ss_Plume.png"",""plus_ten_s_name_B"":""Reventador2024_2024-08-10T150340_fltrB_1ag_99980ss_Plume.png"",""minus_ten_s_name_B"":""Reventador2024_2024-08-10T150320_fltrB_1ag_99980ss_Plume.png"",""volcano_dictionary_name"":""Reventador2024""}}",116056224
688714822,twvolc,2948300,626570a86e4ae9efe571,30680,Cloud Labelling,8.12,2025-12-04 14:37:28 UTC,,,"{""source"":""api"",""session"":""99c42e9455642b8da821d33e094a59c0a89e53848279964b7021bf09042fb353"",""viewport"":{""width"":2560,""height"":1313},""started_at"":""2025-12-04T14:36:33.844Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""utc_offset"":""0"",""finished_at"":""2025-12-04T14:37:28.668Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":578,""clientHeight"":451,""naturalWidth"":578,""naturalHeight"":451},{""clientWidth"":578,""clientHeight"":451,""naturalWidth"":578,""naturalHeight"":451},null,null,null,null],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-04T14:35:26.078Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""Minor""}]","{""116056159"":{""retired"":null,""image_name"":""KilaueaView2_2023-06-15T234115_fltrA_1ag_249978ss_Plume.png"",""cloud_level"":""Minor"",""image_name_B"":""KilaueaView2_2023-06-15T234115_fltrB_1ag_34998ss_Plume.png"",""volcano_name"":""Kilauea"",""plus_ten_s_name"":""KilaueaView2_2023-06-15T234125_fltrA_1ag_249978ss_Plume.png"",""minus_ten_s_name"":""KilaueaView2_2023-06-15T234105_fltrA_1ag_249978ss_Plume.png"",""plus_ten_s_name_B"":""KilaueaView2_2023-06-15T234125_fltrB_1ag_34998ss_Plume.png"",""minus_ten_s_name_B"":""KilaueaView2_2023-06-15T234105_fltrB_1ag_34998ss_Plume.png"",""volcano_dictionary_name"":""KilaueaView2""}}",116056159
688714838,twvolc,2948300,626570a86e4ae9efe571,30680,Cloud Labelling,8.12,2025-12-04 14:37:36 UTC,,,"{""source"":""api"",""session"":""99c42e9455642b8da821d33e094a59c0a89e53848279964b7021bf09042fb353"",""viewport"":{""width"":2560,""height"":1313},""started_at"":""2025-12-04T14:37:30.124Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""utc_offset"":""0"",""finished_at"":""2025-12-04T14:37:36.236Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":574,""clientHeight"":451,""naturalWidth"":574,""naturalHeight"":451},null,null,null,null,null],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-04T14:35:26.078Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""Minor""}]","{""116056205"":{""retired"":null,""image_name"":""MerapiView3_2023-09-24T012230_fltrA_1ag_999904ss_Plume.png"",""cloud_level"":""Minor"",""image_name_B"":""MerapiView3_2023-09-24T012230_fltrB_1ag_99980ss_Plume.png"",""volcano_name"":""Merapi"",""plus_ten_s_name"":""MerapiView3_2023-09-24T012240_fltrA_1ag_999904ss_Plume.png"",""minus_ten_s_name"":""MerapiView3_2023-09-24T012220_fltrA_1ag_999904ss_Plume.png"",""plus_ten_s_name_B"":""MerapiView3_2023-09-24T012240_fltrB_1ag_99980ss_Plume.png"",""minus_ten_s_name_B"":""MerapiView3_2023-09-24T012220_fltrB_1ag_99980ss_Plume.png"",""volcano_dictionary_name"":""MerapiView3""}}",116056205
688714846,twvolc,2948300,626570a86e4ae9efe571,30680,Cloud Labelling,8.12,2025-12-04 14:37:41 UTC,,,"{""source"":""api"",""session"":""99c42e9455642b8da821d33e094a59c0a89e53848279964b7021bf09042fb353"",""viewport"":{""width"":2560,""height"":1313},""started_at"":""2025-12-04T14:37:37.387Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""utc_offset"":""0"",""finished_at"":""2025-12-04T14:37:40.861Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":590,""clientHeight"":451,""naturalWidth"":590,""naturalHeight"":451},null,null,null,null,null],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-04T14:35:26.078Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""No""}]","{""116056196"":{""retired"":null,""image_name"":""CotopaxiView3_2023-07-21T222555_fltrA_1ag_699997ss_Plume.png"",""cloud_level"":""Minor"",""image_name_B"":""CotopaxiView3_2023-07-21T222555_fltrB_1ag_79991ss_Plume.png"",""volcano_name"":""Cotopaxi"",""plus_ten_s_name"":""CotopaxiView3_2023-07-21T222605_fltrA_1ag_699997ss_Plume.png"",""minus_ten_s_name"":""CotopaxiView3_2023-07-21T222545_fltrA_1ag_699997ss_Plume.png"",""plus_ten_s_name_B"":""CotopaxiView3_2023-07-21T222605_fltrB_1ag_79991ss_Plume.png"",""minus_ten_s_name_B"":""CotopaxiView3_2023-07-21T222545_fltrB_1ag_79991ss_Plume.png"",""volcano_dictionary_name"":""CotopaxiView3""}}",116056196
688714888,twvolc,2948300,626570a86e4ae9efe571,30680,Cloud Labelling,8.12,2025-12-04 14:37:58 UTC,,,"{""source"":""api"",""session"":""99c42e9455642b8da821d33e094a59c0a89e53848279964b7021bf09042fb353"",""viewport"":{""width"":2560,""height"":1313},""started_at"":""2025-12-04T14:37:42.315Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""utc_offset"":""0"",""finished_at"":""2025-12-04T14:37:58.516Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":578,""clientHeight"":451,""naturalWidth"":578,""naturalHeight"":451},{""clientWidth"":578,""clientHeight"":451,""naturalWidth"":578,""naturalHeight"":451},{""clientWidth"":578,""clientHeight"":451,""naturalWidth"":578,""naturalHeight"":451},{""clientWidth"":578,""clientHeight"":451,""naturalWidth"":578,""naturalHeight"":451},{""clientWidth"":578,""clientHeight"":451,""naturalWidth"":578,""naturalHeight"":451},{""clientWidth"":578,""clientHeight"":451,""naturalWidth"":578,""naturalHeight"":451}],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-04T14:35:26.078Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""In Calc""}]","{""116056199"":{""retired"":null,""image_name"":""KilaueaView1_2022-08-12T185520_fltrA_1ag_899923ss_Plume.png"",""cloud_level"":""Minor"",""image_name_B"":""KilaueaView1_2022-08-12T185520_fltrB_1ag_149987ss_Plume.png"",""volcano_name"":""Kilauea"",""plus_ten_s_name"":""KilaueaView1_2022-08-12T185530_fltrA_1ag_899923ss_Plume.png"",""minus_ten_s_name"":""KilaueaView1_2022-08-12T185510_fltrA_1ag_899923ss_Plume.png"",""plus_ten_s_name_B"":""KilaueaView1_2022-08-12T185530_fltrB_1ag_149987ss_Plume.png"",""minus_ten_s_name_B"":""KilaueaView1_2022-08-12T185510_fltrB_1ag_149987ss_Plume.png"",""volcano_dictionary_name"":""KilaueaView1""}}",116056199
688714958,twvolc,2948300,626570a86e4ae9efe571,30680,Cloud Labelling,8.12,2025-12-04 14:38:27 UTC,,,"{""source"":""api"",""session"":""99c42e9455642b8da821d33e094a59c0a89e53848279964b7021bf09042fb353"",""viewport"":{""width"":2560,""height"":1313},""started_at"":""2025-12-04T14:38:11.740Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"",""utc_offset"":""0"",""finished_at"":""2025-12-04T14:38:27.500Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":540,""clientHeight"":451,""naturalWidth"":540,""naturalHeight"":451},{""clientWidth"":540,""clientHeight"":451,""naturalWidth"":540,""naturalHeight"":451},null,null,null,null],""subject_selection_state"":{""retired"":false,""selected_at"":""2025-12-04T14:35:26.078Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""91724""}","[{""task"":""T0"",""task_label"":""Please select the \""obscuring cloud\"" level (considering both band A and B for the middle timestep (+-10s images also displayed for each band))"",""value"":""In Calc""}]","{""116056167"":{""retired"":null,""image_name"":""Lastarria_2023-02-05T164900_fltrA_1ag_899923ss_Plume.png"",""cloud_level"":""Very"",""image_name_B"":""Lastarria_2023-02-05T164900_fltrB_1ag_599983ss_Plume.png"",""volcano_name"":""Lastarria"",""plus_ten_s_name"":""Lastarria_2023-02-05T164910_fltrA_1ag_899923ss_Plume.png"",""minus_ten_s_name"":""Lastarria_2023-02-05T164850_fltrA_1ag_899923ss_Plume.png"",""plus_ten_s_name_B"":""Lastarria_2023-02-05T164910_fltrB_1ag_699997ss_Plume.png"",""minus_ten_s_name_B"":""Lastarria_2023-02-05T164850_fltrB_1ag_599983ss_Plume.png"",""volcano_dictionary_name"":""Lastarria""}}",116056167
